id;name;muscleGroup;equipment;movementPattern;level;goals;defaultSets;repsMin;repsMax;restSeconds;tags;alternatives
wger-1743-windshield-wipers;Windshield Wipers;Core;Bodyweight;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|bodyweight|obliquus-externus-abdominis|rectus-abdominis;
wger-1744-machine-side-lateral-raises;Machine Side Lateral Raises;Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush|anterior-deltoid;
wger-1745-cable-front-raise-with-a-small-bar;Cable Front Raise with a small bar;Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush|anterior-deltoid;
wger-1747-smith-machine-squat;Smith machine squat;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat|gluteus-maximus|quadriceps-femoris;
wger-1751-cable-pull-through;Cable pull through;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat|gluteus-maximus;
wger-1752-side-lateral-raise-front-cable;Side lateral raise - Front (Cable);Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush|anterior-deltoid;
wger-1753-side-lateral-raise-back-cable;Side lateral raise - Back (Cable);Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush|anterior-deltoid;
wger-1754-45-lateral-raises;45° lateral raises;Shoulders;Dumbbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|dumbbell|verticalpush;
wger-1755-shoulder-y-pull-cable;Shoulder Y-pull cable;Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush;
wger-1766-plank-reach;Plank Reach;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise;
wger-1768-bicep;bicep;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation;
wger-1769-cabel;cabel;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1772-reverse-crunch;Reverse crunch;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|rectus-abdominis;
wger-1773-legend-incline-bench-press;Legend Incline Bench Press;Chest;Bodyweight;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bodyweight|horizontalpush|pectoralis-major;
wger-1736-single-leg-deadlift-with-dumbbell;Single-Leg Deadlift with Dumbbell;Legs;Dumbbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|dumbbell|squat|biceps-femoris|gluteus-maximus;
wger-1740-single-leg-glute-bridge;Single Leg Glute Bridge;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|gluteus-maximus;
wger-1748-machine-hip-abduction;Machine Hip Abduction;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat|gluteus-maximus;
wger-1771-wrist-curl-cable;Wrist curl, cable;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation;
wger-1774-chair-dips;Chair dips;Shoulders;none (bodyweight exercise);VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|none-bodyweight-exercise|verticalpush;
wger-1775-pec-deck-rear-delt-fly;Pec deck rear delt fly;Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush;
wger-1777-deficit-push-ups;Deficit Push ups;Chest;none (bodyweight exercise);HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|none-bodyweight-exercise|horizontalpush|pectoralis-major;
wger-1843-butterfly-stretch;Butterfly Stretch;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat;
wger-1844-frog-stretch;Frog Stretch;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|gluteus-maximus;
wger-1778-supino-inclinado;Supino inclinado;Chest;Bodyweight;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bodyweight|horizontalpush;
wger-1779-landmine-rotation;Landmine Rotation;Core;Barbell;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|barbell;
wger-1793-supino-inclinado;Supino Inclinado;Chest;Bodyweight;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bodyweight|horizontalpush;
wger-1795-unilateral-cross-body-cable-pull-down;unilateral cross body cable pull down;Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush|anterior-deltoid;
wger-1800-supino-inclinado;Supino Inclinado;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation;
wger-1803-trap-bar-squat;Trap Bar Squat;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat|quadriceps-femoris;
wger-1804-ankle-dorsiflexion-rocks;ankle dorsiflexion rocks;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|gastrocnemius|soleus;
wger-1806-lat-pull-down;Lat Pull Down;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1808-parallel-bar-hold;Parallel Bar Hold;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation|anterior-deltoid|pectoralis-major|triceps-brachii;
wger-1809-reverse-hyperextension;Reverse Hyperextension;Legs;Bench;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bench|squat|biceps-femoris|gluteus-maximus;
wger-1810-sphinx;Sphinx;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|rectus-abdominis;
wger-1822-open-book;Open Book;Back;none (bodyweight exercise);Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|none-bodyweight-exercise|pull;
wger-1824-dumbell-tate-press;Dumbell Tate Press;Arms;Bench;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bench|isolation|triceps-brachii;
wger-1825-chest-supported-rear-delt-raise;Chest-Supported Rear Delt Raise;Shoulders;Bench;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bench|verticalpush|anterior-deltoid;
wger-1826-band-pull-apart-with-external-rotation;Band pull-apart with external rotation;Shoulders;Resistance band;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|resistance-band|verticalpush|anterior-deltoid;
wger-1827-double-leg-abdominal-press;Double-Leg Abdominal Press;Core;Bodyweight;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|bodyweight|rectus-abdominis;
wger-1828-abdominal-draw-in;Abdominal Draw-In;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|rectus-abdominis;
wger-1829-landmine-squat-to-press;Landmine Squat to Press;Legs;Barbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|barbell|squat|anterior-deltoid|gluteus-maximus|quadriceps-femoris;
wger-1830-barbell-step-back-lunge;Barbell Step Back Lunge;Legs;Barbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|barbell|squat|quadriceps-femoris;
wger-1831-hammerstrength-decline-chest-press;Hammerstrength Decline Chest Press;Chest;Bodyweight;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bodyweight|horizontalpush|pectoralis-major;
wger-1832-ring-support-hold;Ring Support Hold;Chest;Bodyweight;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bodyweight|horizontalpush;
wger-1833-floor-glider-hamstring-curls;Floor Glider Hamstring Curls;Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush;
wger-1834-trap-3-raise;Trap-3 Raise;Back;none (bodyweight exercise);Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|none-bodyweight-exercise|pull|trapezius;
wger-1835-external-rotation-stretch;External Rotation Stretch;Shoulders;Barbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|barbell|verticalpush|anterior-deltoid|trapezius;
wger-1838-banded-shoulder-drills;Banded Shoulder Drills;Shoulders;Resistance band;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|resistance-band|verticalpush|anterior-deltoid|pectoralis-major|trapezius;
wger-1839-solo-hip-flexor-stretch;Solo Hip Flexor Stretch;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat;
wger-1840-bent-leg-hamstring-stretch;Bent-Leg Hamstring Stretch;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat;
wger-1841-seated-shoulder-extension-stretch;Seated Shoulder Extension Stretch;Shoulders;none (bodyweight exercise);VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|none-bodyweight-exercise|verticalpush|latissimus-dorsi|pectoralis-major;
wger-1846-horse-stance-side-splits;Horse Stance (Side Splits);Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|gluteus-maximus;
wger-1854-calves-foam-roller;Calves foam roller;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|gastrocnemius;
wger-1855-hamstring-foam-roller;Hamstring Foam roller;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat;
wger-1856-foam-roller-anterior-tibialis;Foam Roller Anterior tibialis;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat;
wger-1857-foam-roller-iliotibial-band;Foam Roller Iliotibial band;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|quadriceps-femoris;
wger-1858-foam-roller-quadriceps;Foam Roller quadriceps;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|quadriceps-femoris;
wger-1859-foam-roller-gluteus;Foam Roller Gluteus;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|gluteus-maximus;
wger-1860-foam-roller-adductors;Foam Roller Adductors;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat;
wger-1861-side-stretch;Side stretch;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull;
wger-1862-hip-circles;Hip Circles;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1863-hip-crossover;Hip Crossover;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1864-ankle-roll;Ankle Roll;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1865-banded-ankle-mobility;Banded Ankle Mobility;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1867-hip-flexor-stretch;Hip Flexor Stretch;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1868-lunge-with-twist-stretch;Lunge with Twist Stretch;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1869-lying-figure-four-stretch;Lying Figure Four Stretch;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1870-lying-hamstring-stretch-with-band;Lying Hamstring Stretch with Band;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1871-lying-knee-to-chest-stretch;Lying Knee to Chest Stretch;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1872-pigeon-stretch;Pigeon Stretch;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1873-quad-stretch;Quad Stretch;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1874-runners-lunge-stretch;Runners Lunge Stretch;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1875-standing-it-band-stretch;Standing IT Band Stretch;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1876-supported-calf-stretch;Supported Calf Stretch;Legs;Bodyweight;CalfRaise;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|legs|bodyweight|calfraise;
wger-1877-banded-scapular-retraction;Banded Scapular Retraction;Back;Resistance band;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|resistance-band|pull|anterior-deltoid|trapezius;
wger-1879-incline-db-y-raise;Incline DB Y-Raise;Shoulders;Dumbbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|dumbbell|verticalpush|anterior-deltoid;
wger-1881-db-wrist-extension;DB Wrist Extension;Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation;
wger-1882-high-cable-lateral-raise;High-Cable Lateral Raise;Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush|anterior-deltoid;
wger-1883-machine-chest-press;Machine Chest Press;Chest;Bench;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bench|horizontalpush|pectoralis-major;
wger-1776-suitcase-carry;Suitcase Carry;Core;Dumbbell;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|dumbbell;
wger-1801-barbell-full-squat;Barbell Full Squat;Legs;Barbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|barbell|squat|biceps-femoris|gluteus-maximus|quadriceps-femoris;
wger-1807-behind-the-back-cable-lateral-raise;Behind the Back Cable Lateral Raise;Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush|anterior-deltoid;
wger-1823-clamshell;Clamshell;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|gluteus-maximus|rectus-abdominis;
wger-1842-banded-clamshell;Banded Clamshell;Legs;Resistance band;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|resistance-band|squat|gluteus-maximus|rectus-abdominis;
wger-1397-standing-pancake-good-morning;Standing Pancake Good Morning;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|biceps-femoris;
wger-1845-seated-pancake-good-morning;Seated Pancake Good Morning;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|gluteus-maximus;
wger-1884-shinbox-ir-stretch;Shinbox IR Stretch;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|gluteus-maximus|obliquus-externus-abdominis;
wger-1885-ytwl-exercise;YTWL Exercise;Shoulders;Dumbbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|dumbbell|verticalpush|anterior-deltoid|trapezius;
wger-1886-supine-hip-abduction;Supine Hip Abduction;Legs;Dumbbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|dumbbell|squat|gluteus-maximus|quadriceps-femoris;
wger-1939-neck-cars;Neck CARs;Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush;
wger-1943-neck-cars;Neck CARs;Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush;
wger-1947-dumbbell-snatch;dumbbell snatch;Legs;Dumbbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|dumbbell|squat|biceps-femoris|gluteus-maximus|quadriceps-femoris;
wger-1948-1-leg-box-squat;1 Leg Box Squat;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|biceps-femoris|quadriceps-femoris;
wger-1893-overhead-barbell-press;Overhead Barbell Press;Shoulders;Barbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|barbell|verticalpush|anterior-deltoid;
wger-1949-limber-11;Limber 11;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1950-foam-roll-it-band;Foam Roll IT Band;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1953-bent-knee-iron-cross;Bent-knee Iron Cross;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1897-close-grip-bench-press;Close-Grip Bench Press;Chest;Barbell;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|barbell|horizontalpush|triceps-brachii;
wger-1956-fire-hydrant-circles;Fire Hydrant Circles;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1959-seated-piriformis-stretch;Seated Piriformis Stretch;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1900-tricep-rope-pushdowns;Tricep Rope Pushdowns;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation|triceps-brachii;
wger-1901-clean-and-press;Clean and Press;Shoulders;Barbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|barbell|verticalpush|anterior-deltoid;
wger-1902-weighted-push-ups;Weighted push-ups;Chest;none (bodyweight exercise);HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|none-bodyweight-exercise|horizontalpush|pectoralis-major;
wger-1903-walking-lunges;Walking Lunges;Legs;Resistance band;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|resistance-band|squat|quadriceps-femoris;
wger-1904-pec-deck;Pec Deck;Chest;Bodyweight;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bodyweight|horizontalpush|pectoralis-major;
wger-1905-pullback;Pullback;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|biceps-brachii|latissimus-dorsi;
wger-1906-hip-bridge;Hip Bridge;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|gluteus-maximus|rectus-abdominis;
wger-1907-unilateral-lunges;Unilateral Lunges;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|gluteus-maximus|quadriceps-femoris;
wger-1908-butterfly-superman;Butterfly Superman;Back;none (bodyweight exercise);Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|none-bodyweight-exercise|pull|trapezius;
wger-1909-leg-wheel;Leg Wheel;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|rectus-abdominis;
wger-1910-kneeling-superman;Kneeling Superman;Back;none (bodyweight exercise);Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|none-bodyweight-exercise|pull|biceps-femoris|trapezius;
wger-1911-cat-plank;Cat Plank;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|quadriceps-femoris|rectus-abdominis;
wger-1912-core-rotation;Core Rotation;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|quadriceps-femoris|rectus-abdominis;
wger-1913-unilateral-hip-thrust;Unilateral Hip Thrust;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|gluteus-maximus;
wger-1914-isometria-alle-parallele;Isometria alle parallele;Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush|pectoralis-major|trapezius;
wger-1915-quadruped-hip-abduction;Quadruped Hip Abduction;Legs;Resistance band;CalfRaise;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|legs|resistance-band|calfraise;
wger-1916-tuck-planche;Tuck planche;Shoulders;none (bodyweight exercise);VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|none-bodyweight-exercise|verticalpush|anterior-deltoid|rectus-abdominis|serratus-anterior;
wger-1918-legend-chest-press;Legend Chest Press;Chest;Bodyweight;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bodyweight|horizontalpush;
wger-1919-extreme-pec-stretch;Extreme Pec Stretch;Chest;Bodyweight;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bodyweight|horizontalpush;
wger-1920-extreme-shoulder-stretch;Extreme Shoulder Stretch;Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush;
wger-1921-extreme-lat-stretch;Extreme Lat Stretch;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull;
wger-1922-seated-cable-chest-fly;Seated Cable chest fly;Chest;Bodyweight;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bodyweight|horizontalpush|pectoralis-major;
wger-1924-3008-abdominal-crunch;3008 Abdominal Crunch;Core;Bodyweight;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|bodyweight|rectus-abdominis;
wger-1925-barbell-silverback-shrug;Barbell Silverback Shrug;Shoulders;Barbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|barbell|verticalpush|trapezius;
wger-1927-inverted-lat-pull-down;Inverted Lat Pull Down;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi|trapezius;
wger-1928-seated-v-grip-row;Seated V-Grip Row;Back;Resistance band;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|resistance-band|pull|latissimus-dorsi|trapezius;
wger-1929-assisted-pull-up;Assisted Pull-Up;Back;Resistance band;Pull;Beginner;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|resistance-band|pull|latissimus-dorsi|trapezius;
wger-1931-dumbbell-curl;Dumbbell Curl;Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation|biceps-brachii|brachialis;
wger-1933-abdominal-crunch;Abdominal Crunch;Core;Bodyweight;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|bodyweight|rectus-abdominis;
wger-1935-belt-squat;Belt Squat;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat|gluteus-maximus|quadriceps-femoris;
wger-20-arnold-shoulder-press;Arnold Shoulder Press;Shoulders;Dumbbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|dumbbell|verticalpush;
